,500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,90000.0,9500.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,14500.0,15000.0
100.0,7.16,7.11,7.02,6.69,6.6,6.66,7.0,6.83,6.21,6.42,6.14,5.99,6.4,6.97,6.92,7.04,7.28,7.49,6.85,7.36,7.26,6.99,6.53,6.3,6.09,5.92,5.74,5.53,5.33,5.16
90.0,7.16,7.11,7.02,6.69,6.6,6.66,7.0,6.83,6.21,6.42,6.14,5.99,6.4,6.97,6.92,7.04,7.28,7.2,6.85,7.36,6.84,6.59,6.53,6.3,6.09,5.92,5.74,5.53,5.33,5.16
80.0,7.16,7.11,7.02,6.69,6.6,6.66,7.0,6.83,6.21,6.42,6.14,6.11,6.53,7.11,7.06,7.04,7.0,6.92,6.59,7.08,6.84,6.59,6.53,6.3,6.09,5.92,5.74,5.53,5.33,5.16
70.0,7.16,7.11,7.02,6.69,6.6,6.66,7.0,6.83,6.21,6.42,6.14,6.11,6.53,7.11,7.06,7.04,7.0,6.92,6.59,7.08,6.84,6.59,6.53,6.3,6.09,5.92,5.74,5.53,5.33,5.16
60.0,7.16,7.11,7.02,6.69,6.6,6.66,6.6,6.32,5.86,6.05,5.79,6.11,6.53,6.57,6.52,6.5,6.47,6.39,6.59,6.28,6.08,5.85,5.79,5.6,5.41,5.25,5.1,4.91,4.74,4.58
50.0,7.03,6.95,6.86,6.48,6.4,6.45,6.44,6.18,6.1,5.43,6.24,6.13,6.39,6.41,6.31,6.21,6.6,6.67,6.34,6.07,5.82,5.6,5.64,5.56,5.37,5.2,5.04,4.84,4.7,4.52
40.0,7.05,7.0,6.96,6.61,6.59,6.73,6.58,6.29,6.1,5.98,5.95,5.67,5.84,6.07,5.71,5.61,5.65,5.62,5.33,5.4,5.36,5.16,5.1,4.94,4.83,4.63,4.47,4.21,4.11,4.02
30.0,6.91,6.9,6.9,6.89,6.89,6.88,6.58,6.26,5.96,5.7,5.31,5.2,5.23,5.2,4.85,4.76,4.95,4.9,4.68,4.61,4.8,4.64,4.46,4.25,4.1,3.89,3.89,3.89,3.77,3.67
20.0,6.89,6.79,6.67,6.56,6.22,6.26,6.1,5.43,5.04,4.45,5.04,4.2,3.37,3.28,3.63,3.52,3.43,4.21,3.72,3.87,3.74,3.61,3.5,3.39,3.39,3.19,3.19,3.18,3.18,2.98
14.0,6.46,6.25,6.04,5.51,5.47,5.43,5.0,3.92,3.65,3.29,2.78,2.63,2.41,2.87,2.11,2.82,3.01,3.39,2.83,3.13,3.25,3.15,3.04,3.04,3.04,3.04,3.0,2.95,2.91,2.87
8.0,5.64,5.61,5.05,4.52,4.4,4.01,3.35,3.21,2.92,2.0,2.1,1.4,0.8,1.6,2.12,2.87,2.2,2.65,2.38,2.83,2.79,2.76,2.72,2.72,2.69,2.65,2.62,2.59,2.55,2.51
5.0,5.15,4.81,3.94,4.06,3.55,3.81,2.4,3.09,2.33,1.76,1.94,0.23,0.84,1.7,2.06,2.27,2.06,2.32,2.32,2.23,2.33,2.38,2.29,2.07,2.05,2.03,2.0,1.99,1.97,1.95
2.0,4.36,3.31,2.84,2.71,2.54,2.5,2.18,2.11,1.72,2.03,1.75,1.53,1.43,1.45,1.32,1.27,1.27,1.3,1.23,1.24,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
0.0,4.04,2.87,2.41,2.41,1.93,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
